Entrez Gene IDs	RSCE_10_BC2CTUACXX_AGTTCC_L006_R1.bam	RSCE_12_BC2CTUACXX_TGACCA_L005_R1.bam	RSCE_14_BC2CTUACXX_GTCCGC_L003_R1.bam	RSCE_16_BC2CTUACXX_AGTTCC_L004_R1.bam	RSCE_18_BC2CTUACXX_CAGATC_L003_R1.bam	RSCE_20_BC2CTUACXX_GTGAAA_L005_R1.bam	RSCE_2_BC2CTUACXX_CGATGT_L007_R1.bam	RSCE_4_BC2CTUACXX_TGACCA_L006_R1.bam	RSCE_6_BC2CTUACXX_CTTGTA_L005_R1.bam	RSCE_8_BC2CTUACXX_CCGTCC_L007_R1.bam
4508	0	0	0	0	0	0	0	0	0	0
4509	0	0	0	0	0	0	0	0	0	0
4512	0	0	0	0	0	0	0	0	0	0
4513	0	0	0	0	0	0	0	0	0	0
4514	0	0	0	0	0	0	0	0	0	0
4515	60	59	31	58	34	37	62	69	84	67
4519	0	0	0	0	0	0	0	0	0	0
4520	216	183	120	198	310	336	164	166	255	242
4521	512	401	333	397	359	384	563	512	603	591
4522	2948	2124	2190	2619	1289	1194	1717	1251	3767	2971
4524	163	124	227	297	812	787	225	190	135	187
4528	2255	1956	761	1098	1608	1652	2009	1774	1636	1501
4534	612	611	138	189	258	251	260	266	516	461
4535	0	0	0	0	0	0	0	0	0	0
4536	0	0	0	0	0	0	0	0	0	0
4537	0	0	0	0	0	0	0	0	0	0
4538	0	0	0	0	0	0	0	0	0	0
4539	0	0	0	0	0	0	0	0	0	0
4540	0	0	0	0	0	0	0	0	0	0
4541	0	0	0	0	0	0	0	0	0	0
4542	8	4	219	301	13	11	7	15	15	18
4543	0	0	0	0	1	0	2	0	1	0
4544	0	0	0	0	0	0	0	0	0	0
4547	5	4	5	3	1	1	0	0	1	4
4548	2598	2252	2105	2741	1711	1603	1808	1470	3097	2967
4549	0	0	0	0	0	0	0	0	0	0
4550	0	0	0	0	0	0	0	0	0	0
4552	953	812	684	948	1037	1117	940	922	1293	1226
4580	677	616	504	864	1398	1409	546	550	1173	1085
4582	8	11	115	248	48	41	1	2	16	12
4583	0	0	0	0	0	1	0	0	1	0
4584	1	0	0	1	0	0	3	4	5	2
4585	5	3	104	346	2	1	0	1	14	9
4588	0	0	0	0	0	1	0	0	0	0
4589	0	0	0	0	0	0	0	0	0	0
4591	1583	1538	810	1109	1532	1697	1485	1362	1992	2075
4593	0	0	1	1	0	0	0	0	0	0
4594	383	387	373	457	395	406	232	224	278	297
4595	549	379	158	220	262	282	142	113	191	202
4597	528	563	236	344	207	201	252	216	224	319
4598	277	305	117	202	111	116	252	225	156	226
4599	276	185	583	930	177	179	21	9	72	72
4600	34	32	191	334	0	0	1	0	38	28
4601	297	471	197	313	568	518	186	206	460	510
4602	47	35	15	39	2	9	3	10	53	36
4603	4504	3141	676	989	480	616	980	513	2386	2458
4604	0	0	0	0	0	1	0	0	0	0
4605	2585	1912	776	1282	2509	2402	1531	1105	2574	2143
4606	0	0	1	0	0	0	0	1	0	1
4607	0	0	0	0	0	0	3	0	0	0
4608	0	0	23	46	0	0	0	0	0	4
4609	5959	6036	1002	1597	315	442	2886	2694	7653	9700
4610	22	22	2	3	75	89	25	34	19	21
4613	0	1	0	0	1	2	0	0	0	0
4615	89	61	56	54	28	33	41	30	104	58
4616	724	648	327	431	559	625	514	552	959	1177
4617	0	0	0	0	0	0	0	0	0	0
4618	0	0	0	0	0	0	0	0	0	0
4619	1	0	0	1	1	1	0	0	0	0
4620	0	2	0	0	0	1	0	1	1	2
4621	22	14	17	16	38	39	82	48	46	42
4622	0	1	0	0	0	0	0	0	0	1
4624	1	0	0	0	0	0	1	1	0	0
4625	0	1	0	0	1	0	0	0	0	0
4626	0	0	0	0	0	1	0	1	1	1
4627	26622	21877	10762	13168	11618	13360	14768	10385	31042	33918
4628	3236	2677	566	649	3457	3221	1839	1738	2303	2243
4629	5	8	3	8	3	5	5	6	3	1
4632	0	0	0	0	0	0	0	0	0	0
4633	1	1	0	0	0	0	0	0	0	1
4634	2	1	0	0	14	5	2	0	0	1
4635	1	1	0	0	1	0	0	1	2	3
4636	72	75	46	59	16	33	38	34	29	38
4637	9786	9337	8373	12879	19184	22271	10259	10818	13225	16191
4638	2662	2161	1300	1097	2212	2231	1425	1133	2677	3130
4640	0	0	1	4	0	1	10	38	7	6
4641	4330	3763	941	1533	5329	5539	3967	3481	3327	3428
4642	476	393	207	695	8	5	78	95	326	325
4643	3644	3267	1343	2040	1868	1918	7891	7586	2916	2804
4644	735	580	698	1015	985	1024	1935	1583	1237	1251
4645	1091	938	351	667	416	402	337	194	631	607
4646	1356	995	309	356	0	2	174	173	205	227
4647	159	139	65	117	78	98	57	48	110	127
4648	0	0	0	0	3	6	7	2	36	65
4649	755	561	717	1018	888	886	1528	1305	957	964
4650	2712	2062	1268	1681	1513	1584	968	815	1892	1734
4651	3130	2493	1598	1914	3093	2901	5852	6366	5673	4936
4653	0	0	0	0	0	1	0	0	0	0
4654	0	0	0	0	0	0	0	0	0	0
4656	0	0	1	0	0	0	1	0	0	0
4659	3374	2911	1766	2465	2026	2121	2542	2303	2233	2374
4660	282	211	262	418	303	315	311	274	269	224
4661	1	1	0	0	0	0	2	2	2	1
4664	484	516	696	978	2125	2386	1364	1468	257	351
4665	276	322	289	359	608	657	301	258	438	474
4666	9078	9433	4975	6220	5702	5480	8293	8479	8089	8426
4668	307	234	190	326	711	693	229	232	812	779
4669	219	164	376	548	298	286	365	326	329	353
4670	3582	2653	1760	1932	2847	2558	2583	1849	4180	3183
4671	12	2	7	19	9	9	7	5	3	8
4673	3716	3535	2809	3565	3724	4150	6403	5261	3812	3563
4674	1	1	71	91	0	2	133	86	0	0
4675	2	3	15	14	1	0	14	12	0	0
4676	1557	1368	1536	2172	1331	1368	2506	2041	2506	2400
4677	4984	4732	1667	2269	4379	4539	4971	4792	4637	5046
4678	2748	2214	1254	1554	1824	1707	1473	1189	1639	1386
4680	52	23	1373	6071	0	0	297	155	3	1
4681	481	521	497	1015	1048	1043	450	457	631	673
4682	401	364	527	794	324	339	417	367	622	556
4683	2038	1926	1677	2451	3834	4081	3606	3155	4596	4797
4684	0	0	4	2	3	1	1	0	0	0
4685	13	16	6	9	118	113	0	0	0	0
4686	3270	2816	761	1153	2403	2451	2494	2378	2766	2722
4688	172	263	757	1412	1176	1531	61	64	202	336
4689	0	0	1	4	0	4	0	1	0	2
4690	629	602	748	1035	659	775	392	347	481	555
4691	17067	13624	7903	8352	5887	5355	14165	9535	15223	11460
4692	0	0	296	399	0	0	9	7	0	0
4693	1	4	92	81	0	0	0	1	12	6
4694	1568	1671	574	841	1091	1129	1760	1627	1310	1570
4695	477	462	376	500	613	627	525	494	584	630
4696	294	312	182	304	425	430	356	384	812	851
4697	1619	1485	1279	1976	1301	1508	1529	1725	2174	2486
4698	750	719	415	559	1112	1175	863	760	1544	1722
4700	746	747	531	780	783	958	872	809	1942	1875
4701	428	408	166	276	454	411	185	233	802	731
4702	628	585	585	693	365	386	554	490	814	722
4703	468	269	12	18	3	4	17	48	11	6
4704	2846	2734	1004	1462	1560	1709	1993	1916	1428	1513
4705	1829	1710	755	1085	728	685	1536	1477	1112	1039
4706	777	732	669	988	1243	1324	1041	879	1126	1150
4707	580	600	486	653	1251	1271	620	553	563	643
4708	953	938	567	706	1087	1199	1132	1024	1314	1575
4709	1158	1080	454	735	1729	1924	881	898	877	946
4710	1244	1194	873	1260	1481	1588	1129	1094	1466	1292
4711	1041	1103	1094	1660	2048	2174	648	658	1433	1664
4712	807	729	571	861	775	885	819	922	967	1100
4713	718	731	627	876	1108	1159	459	473	1110	1352
4714	998	1048	544	757	1098	1139	1213	1161	1521	1461
4715	1099	1220	891	1306	2237	2140	1579	1408	1838	1733
4716	987	977	859	1154	998	1025	1442	1260	1421	1220
4717	450	450	280	430	616	722	396	391	502	502
4718	1685	1583	1035	1570	1564	1663	1342	1273	1298	1355
4719	2645	2407	1363	2050	1582	1534	2873	2663	2754	2826
4720	961	849	665	958	1704	1605	1140	1067	2020	1917
4722	671	628	453	654	662	661	947	858	1176	1007
4723	3220	2878	1450	2294	3248	3412	1765	1814	6837	7655
4724	639	566	823	1135	561	637	819	854	870	861
4725	825	858	760	1128	2760	2914	1287	1378	1525	1659
4726	751	745	687	909	694	672	781	658	1306	1127
4728	1224	965	729	1123	1554	1649	999	1055	2134	2233
4729	587	615	287	462	875	907	780	752	801	707
4731	594	490	534	832	124	140	507	486	650	611
4733	1134	934	351	556	1170	1231	964	912	1929	1912
4734	2869	2267	4037	4892	2383	2533	5762	4358	738	809
4735	9355	8696	6997	9848	6522	6840	9017	8733	5163	5038
4736	7369	7222	3700	5453	6360	6720	5558	5661	6679	6914
4738	2106	2108	1110	1593	2431	2660	2009	1939	1865	2077
4739	162	213	169	308	92	97	2109	3020	331	543
4741	0	0	0	1	0	0	1	1	0	1
4744	0	0	0	0	0	1	5	1	0	0
4745	0	0	0	0	0	0	0	0	1	0
4747	0	0	0	3	0	0	129	92	0	0
4750	238	209	345	346	214	206	129	83	562	530
4751	1322	1183	996	1278	1129	1045	1259	1055	1144	1126
4752	46	46	39	68	249	245	193	150	64	49
4753	1	0	1	1	5	1	4	2	4	4
4756	173	144	223	394	310	331	1547	1456	321	338
4758	549	564	444	582	321	322	256	265	1087	1160
4759	1	0	1	1	0	0	0	0	0	0
4760	0	0	0	0	0	0	0	0	0	0
4761	0	0	0	0	0	0	0	0	0	0
4762	0	0	0	0	0	0	0	0	0	0
4763	1365	856	1767	2382	2026	2239	2233	1871	1772	1567
4771	3578	3050	1490	1737	2142	2465	2160	1540	11098	11238
4772	22	9	27	38	76	73	43	44	38	40
4773	70	35	18	19	37	20	35	23	23	35
4774	449	376	395	410	219	220	469	591	212	193
4775	788	644	477	681	1904	1807	855	800	1004	880
4776	34	34	9	15	111	75	1	5	19	42
4778	8	16	6	21	55	55	2	9	50	70
4779	1489	1348	2315	2759	1887	1857	2082	1607	1998	1790
4780	1194	971	1486	1822	1662	1821	1146	1081	1365	1531
4781	1259	1029	570	701	953	1022	1171	1035	700	638
4782	180	125	280	357	223	208	199	159	490	348
4783	377	386	286	323	771	695	150	155	336	355
4784	91	101	108	138	242	265	26	25	902	758
4790	1702	1326	1304	2150	986	1225	831	581	967	954
4791	905	862	597	1133	1687	2057	1731	1029	675	726
4792	1390	1234	3007	4461	972	1132	1620	1199	777	741
4793	265	252	147	255	413	491	527	459	212	196
4794	120	150	110	174	58	77	128	97	44	65
4795	146	137	117	185	210	238	89	94	235	205
4796	805	540	325	491	1197	1037	502	380	403	336
4798	1680	1285	709	985	1112	1275	630	543	985	863
4799	1263	891	750	1179	972	942	933	834	980	837
4800	373	224	251	288	489	452	266	211	515	436
4801	489	381	554	707	846	913	1023	965	643	704
4802	636	474	226	347	331	381	283	234	323	264
4803	63	72	51	80	5	12	10	10	39	36
4804	1	0	3	10	1	1	4	3	4	3
4807	3	3	2	1	0	1	0	0	2	4
4808	1	0	0	0	0	1	0	0	0	0
4809	1520	1497	578	901	1886	2211	1121	961	2722	2726
4810	894	722	424	549	810	734	545	448	943	879
4811	15	16	1701	1885	57	69	195	179	3	4
4814	151	174	496	848	213	255	387	401	359	344
4815	0	0	20	36	24	24	6	8	54	35
4817	318	307	254	375	649	605	377	436	460	491
4818	0	0	0	0	0	0	0	0	0	0
4820	1092	734	1011	1362	1739	1773	1087	1014	1822	1589
4821	1	0	5	5	0	0	0	0	0	0
4824	89	74	202	293	51	71	103	65	201	168
4825	20	20	7	7	3	3	1	6	2	3
4826	2	0	1	0	1	1	1	3	0	2
4828	22	26	109	183	196	187	90	74	130	126
4829	1	1	0	2	0	0	0	0	0	1
4830	2188	2130	753	1199	1919	1915	2791	2603	2107	1980
4831	144	121	98	138	57	61	97	78	75	63
4832	247	251	185	222	638	640	205	200	341	418
4833	287	312	330	482	2516	2644	1802	1839	961	1001
4835	178	207	617	884	560	593	720	613	623	581
4836	3102	2629	1587	2300	2153	2141	2965	2734	2914	2677
4837	1258	2037	1314	1861	4578	5041	1159	1845	1621	1886
4838	0	0	0	0	0	0	0	0	0	0
4839	3832	2703	675	1210	1624	1653	2529	2223	1577	1403
4841	11127	9848	4173	6140	5368	5418	7442	7062	8626	8559
4842	0	2	15	37	0	0	19	24	0	0
4843	0	0	4	6	0	2	1	7	0	0
4846	7	5	12	14	19	21	1	2	298	316
4848	1777	1642	1242	1862	1317	1370	1485	1400	1382	1441
4849	151	118	98	109	257	253	194	163	303	258
4850	319	259	109	135	257	276	273	241	437	347
4851	458	370	497	621	320	331	507	393	1099	795
4852	0	0	0	1	0	0	1	0	0	0
4853	12794	10227	4316	5460	15568	16119	2846	2633	5690	5317
4854	81	55	33	111	1758	1800	479	579	47	30
4855	3	1	15	9	24	15	4	5	5	7
4856	74	98	407	444	2	2	11	9	193	130
4857	26	25	19	21	6	5	35	43	14	10
4858	0	0	0	0	0	0	0	1	0	0
4860	3323	2708	919	1489	803	827	1532	1369	2476	2411
4861	13	2	1	5	8	10	6	8	4	4
4862	43	47	53	59	131	171	781	530	83	56
4863	1118	882	1032	1488	788	868	610	598	1256	1217
4864	1369	1188	423	658	814	851	740	672	2529	2133
4867	100	82	76	131	77	70	114	110	159	167
4868	0	0	1	1	1	0	1	1	0	1
4869	16091	16069	7587	9622	10585	10780	13420	11105	11997	12398
4878	0	0	0	0	0	0	0	0	0	0
4879	17	39	0	0	6	6	1	0	0	8
4880	0	0	1	0	0	0	0	0	0	0
4881	2	2	5	9	398	401	21	18	31	17
4882	32	30	48	76	55	61	97	71	37	37
4883	71	42	17	18	461	415	521	472	141	110
4884	105	98	120	83	269	179	4976	6620	0	0
4885	45	44	0	1	1	0	0	1	95	126
4886	0	0	0	1	0	0	3	3	0	0
4887	0	0	0	0	0	0	3	8	0	0
4888	0	0	0	0	0	0	0	0	0	0
4889	0	0	0	0	0	0	0	1	0	0
4891	729	641	1153	1858	1103	1043	1162	1069	813	833
4892	0	0	0	0	0	0	0	0	0	2
4893	5603	4953	1544	2272	11732	13204	2842	2447	2517	2438
4897	10	12	67	82	3	0	5468	5697	7	6
4898	3072	2661	1067	1392	2231	2304	1559	1244	1734	1600
4899	325	213	169	322	309	302	290	284	355	293
4900	14	24	41	44	6	7	5	2	50	44
4901	10	9	7	3	15	17	9	5	6	6
4902	0	4	1	0	5	1	2	2	21	17
4904	12899	13806	2764	3809	6160	6485	4516	4336	5005	4554
4905	1247	1049	381	568	905	941	849	932	1167	1194
4907	2409	2648	13084	14951	205	306	900	793	3819	3848
4908	0	0	0	0	0	0	0	0	0	0
4909	6	7	1	5	29	33	0	6	1	2
4913	246	233	176	252	289	307	403	400	423	456
4914	1	2	0	1	3	2	4	0	0	0
4915	3	3	3	12	0	0	2	0	8	8
4916	1	0	0	0	0	0	293	601	1	0
4917	0	0	0	1	3	2	2	1	0	0
4919	1805	1138	554	982	150	204	411	384	528	427
4920	0	1	11	6	620	607	9	7	8	11
4921	14	17	7	14	785	863	3	5	24	20
4922	0	1	0	0	0	0	519	879	0	0
4923	1	0	1	1	0	1	0	0	1	1
4924	705	675	1129	1641	3855	3994	1884	1899	1306	1431
4925	230	269	853	998	782	773	417	389	1201	1201
4926	3373	2492	4609	6031	4985	4742	2855	2464	3986	4016
4927	2408	2239	393	694	1602	1647	2187	1879	2937	2919
4928	4412	3277	2642	4251	5064	5293	5067	4517	4858	4391
4929	24	12	16	31	210	190	14	56	14	33
4931	927	812	571	809	755	834	531	511	879	935
4935	5	1	0	0	0	0	0	1	2	1
4938	88	73	370	394	9	7	277	333	91	51
4939	41	34	301	417	0	1	1	2	73	55
4940	1034	851	756	1412	8	4	1148	1052	982	1012
4942	2070	2315	1260	2282	2543	2920	1665	1550	4804	5024
4943	155	113	118	144	58	68	154	81	231	220
4946	6473	6253	4739	6395	7544	8142	4312	3925	9890	9653
4947	589	595	357	474	1807	1989	1146	1099	753	837
4948	0	0	0	2	0	0	8	4	3	1
4951	0	0	0	0	0	0	0	0	1	0
4952	1294	1109	716	909	1055	1010	1100	1099	918	921
4953	9058	7708	674	1034	4028	4703	5198	4149	11485	11860
4956	0	0	0	0	0	0	0	0	0	0
4957	1356	1262	908	1414	1267	1353	1300	1155	1706	1573
4958	0	0	0	0	0	0	0	0	0	0
4967	1838	1625	3087	4056	6060	6812	889	656	2703	2494
4968	128	117	43	80	274	280	190	157	316	316
4969	1	1	0	0	0	0	0	0	0	0
4973	0	1	1	3	3821	4997	4	1	4	1
4974	0	0	0	0	0	0	0	0	1	1
4975	2	4	1	0	2	0	0	2	0	0
4976	4592	4078	2970	4251	3404	3261	3036	2745	4587	4406
4978	0	0	0	0	1	0	1	0	0	0
4982	7	5	22	49	1340	1280	0	0	17	10
4983	452	400	123	153	289	281	102	138	303	236
4985	0	0	0	0	0	0	0	1	0	0
4986	0	0	5	7	0	0	0	0	0	0
4987	2	3	12	11	5	3	8	16	36	31
4988	0	0	0	1	2	0	0	0	0	0
4990	0	0	0	0	0	0	0	0	0	0
4991	0	0	0	0	0	0	0	0	0	0
4992	1	0	0	1	0	0	3	3	1	4
4993	0	0	0	0	0	0	0	0	0	1
4994	0	0	0	0	0	0	0	0	0	0
4995	0	0	0	0	0	0	0	0	0	0
4998	1648	1181	463	517	1403	1345	829	815	720	568
4999	1186	1024	607	851	1483	1496	1050	949	1187	1124
5000	868	806	526	825	999	1017	878	785	638	697
5001	643	515	163	236	532	550	721	677	802	696
5002	35	21	141	206	56	62	107	142	26	16
5003	10	7	25	30	2	1	29	31	8	4
5004	0	0	4	6	0	0	0	0	0	1
5005	0	0	0	1	0	0	0	0	0	0
5007	1787	1424	824	1200	1116	1107	913	917	1630	1435
5008	0	0	0	0	0	0	0	0	0	0
5009	0	0	0	0	0	0	0	0	0	0
5010	12	19	3745	5522	4	4	5	5	129	92
5013	21	23	13	12	9	9	16	12	10	6
5015	0	0	0	0	0	0	0	0	0	0
5016	63	40	27	35	3	6	7	21	31	29
5017	244	217	0	20	0	0	0	0	72	55
5018	1962	1740	775	1201	1252	1157	1543	1661	1459	1440
5019	416	398	805	1070	1974	2106	86	62	1950	1892
5020	0	2	0	0	0	0	0	0	0	0
5021	320	222	111	181	74	115	228	102	111	56
5023	0	0	0	0	7	3	2	2	0	0
5024	0	0	0	0	0	0	1	1	1	0
5025	109	109	273	412	99	89	174	180	198	196
5026	367	365	2	10	28	29	148	113	709	599
5027	0	0	131	141	0	0	1	0	29	20
5028	2	1	16	32	0	0	25	23	0	0
5029	209	171	106	186	4	8	102	63	132	106
5030	0	0	1	0	0	0	0	0	0	1
5031	4	18	120	159	8	1	125	123	78	91
5032	43	47	21	34	58	68	16	20	58	57
5033	923	1283	1524	2319	1564	1703	960	1031	1779	1698
5034	7820	6936	13048	19412	6805	7540	8884	8747	7036	7282
5036	3643	3094	1284	2010	2488	2514	3218	2761	3207	3122
5037	2018	2035	1562	1995	2203	2441	3319	3077	2723	2792
5042	628	511	211	274	429	403	334	396	492	425
5045	380	306	605	805	1253	1293	623	834	1024	892
5046	166	150	155	304	173	166	295	219	6	1
5047	18	12	9	12	1	0	0	0	37	28
5048	3225	2823	1151	1517	3228	3537	4054	3777	3208	3097
5049	4644	4514	4056	5974	5239	5793	4082	3741	5100	5082
5050	320	296	318	509	584	626	757	837	194	234
5051	319	230	150	218	309	323	287	219	317	276
5052	12303	12869	9015	13957	16991	18893	19994	20019	7621	8145
5053	0	0	0	0	0	0	0	0	0	0
5054	827	1339	3066	2364	1310	2108	8635	7222	19875	28537
5055	298	448	2	33	4	11	0	1	57	137
5058	717	670	804	1050	744	782	739	626	1343	1327
5062	1989	1554	1842	2494	2171	2425	1060	940	2902	2608
5063	263	269	124	89	1	0	5	4	6	14
5064	7	4	17	23	205	225	181	208	81	98
5066	1864	1904	4630	6660	2019	2199	178	201	4312	4116
5067	0	0	36	46	2	0	1	0	1	0
5068	0	0	0	0	0	2	0	0	0	0
5069	14	16	26	39	815	865	2200	2712	169	78
5071	0	2	6	13	0	0	0	2	1	4
5073	904	771	947	1380	917	911	1807	1641	1356	1300
5074	2127	2063	928	1482	947	984	1612	1407	1103	1388
5075	0	0	0	0	0	1	0	1	0	0
5076	0	0	0	0	0	0	0	0	1	1
5077	0	0	0	1	0	0	0	0	1	0
5078	1	0	0	1	0	0	1	0	0	0
5079	0	0	0	1	0	0	0	0	0	0
5080	12	29	66	84	128	87	22	31	1	0
5081	1	0	1	1	0	0	11	20	0	0
5082	646	694	708	928	984	985	741	698	809	838
5083	277	218	93	147	1	0	28	28	139	104
5087	358	220	236	214	836	780	1748	2040	428	385
5089	279	239	313	391	359	330	244	169	370	325
5090	281	215	530	623	369	346	331	278	517	500
5091	215	207	389	469	3097	3254	761	942	1252	1580
5092	649	682	204	367	778	847	1492	1426	457	530
5093	522	402	428	510	738	717	557	425	355	331
5094	946	680	829	1037	944	910	1025	999	924	820
5095	121	132	236	274	85	73	197	174	168	176
5096	1212	1169	371	474	873	936	677	678	1113	1163
5097	177	220	1175	2564	1	4	36	65	252	211
5098	157	134	122	177	3	2	39	56	235	172
5099	3061	2409	736	1774	1	2	5	5	1290	1137
5100	1	0	4	6	0	0	0	0	0	0
5101	26	12	30	23	102	88	3660	3335	4	4
5104	8	10	56	75	0	0	0	4	50	69
5105	0	0	0	0	2	3	0	1	0	0
5106	141	128	122	162	168	195	269	368	158	218
5108	3235	2684	1552	2243	3641	3650	4159	4185	2771	2854
5110	1502	1224	861	1170	1812	2111	958	901	1323	1263
5111	3593	3080	2211	2830	5584	5377	5534	4922	5472	5119
5116	845	624	943	1179	1225	1238	703	579	880	703
5118	16	6	6	7	374	370	10	15	32	42
5119	1852	1533	894	1512	1219	1235	976	985	1231	1355
5121	0	0	0	0	0	0	0	0	0	0
5122	0	0	0	0	600	498	1	4	0	0
5125	0	1	167	260	1	1	279	315	60	83
5126	0	0	0	0	0	0	0	0	1	0
5127	1940	1537	970	1499	1271	1293	1596	1507	1809	1736
5128	1160	952	714	1067	1895	2012	885	996	985	1029
5129	84	122	99	160	3	7	5	3	43	53
5130	539	483	1021	1429	587	692	404	351	755	696
5132	1	0	1	1	0	0	0	1	0	1
5133	2	0	0	0	1	0	0	0	0	1
5134	934	955	810	1217	1231	1255	777	757	838	826
5136	1	0	3	1	0	1	19	35	0	0
5137	25	18	678	551	13	8	481	390	13	18
5138	13	20	20	17	1	1	6	9	80	84
5139	0	2	5	4	100	88	428	701	0	0
5140	0	0	19	19	177	160	196	168	0	5
5141	81	52	69	73	144	100	30	22	125	100
5142	0	0	159	164	349	365	994	1102	40	33
5143	4	5	0	3	4	3	5	8	5	13
5144	106	114	217	361	351	362	10468	12202	439	505
5145	1	2	2	7	49	39	11	9	9	1
5146	0	0	0	0	0	0	0	0	0	0
5147	313	335	310	432	110	125	209	215	323	322
5148	2	1	0	0	1	0	5	7	3	4
5149	0	0	0	0	0	0	0	0	0	0
5150	500	369	356	515	382	432	597	547	543	544
5151	528	471	238	329	641	726	1569	1569	668	613
5152	12	7	72	139	44	38	12	7	16	30
5153	1	0	0	2	0	0	1	0	0	0
5154	121	168	162	253	343	409	310	329	311	305
5155	140	176	0	9	12	7	26	38	48	52
5156	0	0	3	2	1	1	5	15	2	4
5157	61	54	27	46	103	77	63	123	20	20
5158	0	1	0	0	0	0	2	0	4	8
5159	1	2	2	7	6	13	4	3	85	69
5160	2042	1766	929	1262	1327	1462	2277	2133	2452	2279
5161	0	1	0	0	1	1	1	1	4	5
5162	979	972	346	600	2761	3116	1112	1199	1571	1597
5163	1044	1190	192	434	1329	1311	161	113	453	422
5164	121	81	158	168	103	113	141	180	190	172
5165	747	654	562	952	61	41	676	626	577	546
5166	34	39	74	76	9	4	262	439	78	78
5167	152	135	41	31	24	22	183	181	292	325
5168	4	4	1	0	80	100	1	0	29	38
5169	2	0	4	3	1	0	2	0	0	2
5170	1057	764	1120	1396	620	705	803	631	1125	1087
5172	1	0	23	63	1	4	2	6	7	12
5173	0	0	0	0	0	0	0	0	0	0
5174	9	7	5	7	90	95	42	35	40	32
5175	0	0	13	26	2	3	0	0	2	4
5176	1	0	295	358	1	1	26	51	7	9
5178	1	0	31	45	0	0	0	1	274	262
5179	0	0	0	0	0	0	0	0	0	0
5184	310	294	369	504	458	505	671	681	354	434
5187	138	102	12	59	260	269	75	107	171	134
5188	640	570	206	242	483	514	278	244	859	799
5189	464	432	143	271	411	431	537	572	669	754
5190	681	601	220	307	674	635	339	311	189	200
5191	73	85	52	73	206	212	72	84	78	84
5192	312	322	237	384	426	447	351	311	470	447
5193	72	69	118	143	264	289	152	161	152	141
5194	874	826	881	1271	717	729	984	862	843	828
5195	246	286	250	366	445	363	191	202	229	238
5196	0	0	1	1	12	8	1	0	0	0
5197	0	0	2	13	3	6	1	1	6	1
5198	2951	2414	459	674	1844	1806	3192	2761	3520	3692
5199	7	1	9	6	0	1	6	6	13	7
5201	986	837	611	833	543	581	618	618	844	817
5202	541	440	367	561	506	556	443	327	971	921
5203	671	705	265	386	2107	2273	844	735	724	850
5204	2077	2203	1534	2124	3109	3298	2527	2610	2620	2940
5205	1257	1045	449	1027	401	433	775	681	1670	1690
5207	3	2	2	1	6	3	5	2	9	6
5208	1452	1103	580	975	387	385	489	457	888	790
5209	1427	1682	1510	2474	879	975	6226	5415	1070	975
5210	237	535	69	110	342	359	148	130	492	507
5211	1516	1316	1349	2053	2535	2398	868	901	1288	1383
5212	0	0	0	0	4	3	0	0	3	2
5213	1875	1575	649	813	2882	2917	1389	1284	1958	2055
5214	3589	3256	3750	5650	10247	10473	10284	8190	5746	5769
5216	13359	12108	2238	3344	7449	8354	13549	13005	10866	10422
5217	1386	1372	2613	4032	4220	4589	3522	3200	1412	1516
5218	234	232	113	141	635	694	3	6	359	425
5222	0	0	0	0	0	0	0	0	0	0
5223	8617	8682	3953	5806	11063	11607	8290	7688	8901	8784
5224	0	0	0	2	15	11	0	0	0	1
5225	0	0	0	0	0	0	0	0	0	0
5226	829	672	3306	4473	2991	3224	8323	6998	652	571
5228	3	5	6	6	16	25	22	19	60	45
5229	464	423	446	654	455	477	470	438	504	433
5230	24742	27605	6168	9655	11345	12068	11204	11012	13762	13573
5232	5	0	0	0	1	1	0	0	0	0
5236	3095	3129	1221	1794	2408	2476	1025	909	1279	1189
5238	665	624	534	816	1296	1446	699	732	993	1074
5239	9	7	6	8	0	0	1	0	0	2
5241	0	0	195	228	1	0	0	0	0	1
5243	53	56	1	0	0	0	0	1	0	0
5244	2	3	0	0	1	0	1	1	2	0
5245	3622	3507	1294	1838	2038	2253	3273	3049	2987	3031
5250	9857	8231	4224	5645	7905	8420	10709	9885	5931	6402
5251	19	20	68	109	8	9	27	7	11	13
5252	143	151	189	288	411	426	203	141	232	228
5253	360	297	717	977	276	325	571	513	570	531
5255	1181	943	392	566	364	361	1531	1352	1083	947
5256	511	358	183	313	343	355	454	401	641	617
5257	1315	1185	1513	2220	2891	2982	1383	1378	1311	1337
5260	52	34	10	21	3	1	10	5	15	6
5261	446	345	176	278	423	434	311	274	356	346
5264	46	30	191	218	204	248	353	323	369	352
5265	634	665	2920	4706	0	2	2	7	512	627
5266	0	0	3	14	62	72	1	1	0	0
5267	0	0	0	0	0	0	0	0	0	0
5268	217	169	12	118	214	262	3	2	346	292
5269	270	253	832	1149	919	985	859	828	1161	1024
5270	132	144	1662	1664	1057	1427	904	737	3	1
5271	111	90	99	230	98	190	81	43	222	209
5272	1	0	617	871	570	596	494	577	230	221
5273	0	0	0	0	0	0	0	0	0	0
5274	22	36	12	6	10	5	29	40	18	29
5275	0	0	1	8	0	0	0	0	0	0
5276	0	0	0	0	0	0	0	0	0	0
5277	653	584	242	397	431	422	663	626	627	660
5279	405	344	263	419	662	736	403	455	343	338
